Date,Close
2015-11-01,0.057614270225211636
2015-12-01,0.05369112515336193
2016-01-01,0.05892902290199085
2016-02-01,0.0510359965523742
2016-03-01,0.053195301665605696
2016-04-01,0.04870711777433324
2016-05-01,0.04532089106813667
2016-06-01,0.04241418904329134
2016-07-01,0.040326571536060445
2016-08-01,0.03851940397161759
2016-09-01,0.03704819134118329
2016-10-01,0.0358798324904918
2016-11-01,0.036523760874214495
2016-12-01,0.03562089240692906
2017-01-01,0.03447755753119504
2017-02-01,0.034426750474526105
2017-03-01,0.033807778422509906
2017-04-01,0.03285540044628658
2017-05-01,0.03206630893954959
2017-06-01,0.03126093662573458
2017-07-01,0.03061336498619111
2017-08-01,0.030003394231743502
2017-09-01,0.029382114865505918
2017-10-01,0.029366440323327234
2017-11-01,0.029134247217423147
2017-12-01,0.028572667328816043
2018-01-01,0.029134881244284636
2018-02-01,0.030722911174634746
2018-03-01,0.03166711400935406
2018-04-01,0.02872833794951953
2018-05-01,0.02869176445625534
2018-06-01,0.02839900137121793
2018-07-01,0.02618641060896625
2018-08-01,0.026116068555400124
2018-09-01,0.02396225115972239
2018-10-01,0.02667528652815419
2018-11-01,0.026604436857600586
2018-12-01,0.03217311534638883
2019-01-01,0.03398514956956386
2019-02-01,0.034220314908472625
2019-03-01,0.03413989062405289
2019-04-01,0.033980846936202305
2019-05-01,0.0360950101359645
2019-06-01,0.037632245725480414
2019-07-01,0.037618217137809655
2019-08-01,0.03728583265587652
2019-09-01,0.03721341649175127
2019-10-01,0.03721558127559497
2019-11-01,0.03754103953547247
2019-12-01,0.037547696947533134
2020-01-01,0.037615249254876006
2020-02-01,0.042640358138874415
2020-03-01,0.04988981432527438
2020-04-01,0.05329017024175918
2020-05-01,0.05339524357392642
2020-06-01,0.05338111152131176
2020-07-01,0.05252701194310158
2020-08-01,0.05351061151271058
2020-09-01,0.05318199335116214
2020-10-01,0.05402963331155062
2020-11-01,0.05789220926564512
2020-12-01,0.05799781250702092
2021-01-01,0.05779338901516467
2021-02-01,0.057909145657110445
2021-03-01,0.05886729637655325
2021-04-01,0.057846521322357486
2021-05-01,0.05785599066393393
2021-06-01,0.05487170186063243
2021-07-01,0.053802391752112384
2021-08-01,0.05361087875649227
2021-09-01,0.05450478896065526
2021-10-01,0.05514503932763177
2021-11-01,0.05394838389312971
2021-12-01,0.053356977267369286
2022-01-01,0.0539877526229226
2022-02-01,0.05440640553482023
2022-03-01,0.05443348903368204
2022-04-01,0.055486376068515274
2022-05-01,0.05522852176136534
2022-06-01,0.05680890095184702
2022-07-01,0.05788970849160491
2022-08-01,0.0550126607115916
2022-09-01,0.05111072643373339
2022-10-01,0.05327950236801492
2022-11-01,0.053627112508167304
2022-12-01,0.05449253283268853
2023-01-01,0.05453852401154962
2023-02-01,0.0531760344472147
