Date,Price
2015-11-01,0.22663426098431752
2015-12-01,0.16819950028363714
2016-01-01,0.1376283453688534
2016-02-01,0.18890344787420268
2016-03-01,0.17001612744096387
2016-04-01,0.16627734497438804
2016-05-01,0.1540396117018956
2016-06-01,0.147303524122066
2016-07-01,0.14647818635642115
2016-08-01,0.15538625952239143
2016-09-01,0.15517466118892403
2016-10-01,0.14863334776755333
2016-11-01,0.14521307256896013
2016-12-01,0.14088076578352032
2017-01-01,0.14810288691811693
2017-02-01,0.1462206095684137
2017-03-01,0.14590113269413074
2017-04-01,0.15076281156251345
2017-05-01,0.1535427800352013
2017-06-01,0.20230074157331482
2017-07-01,0.19948037620791015
2017-08-01,0.19489996023928297
2017-09-01,0.23192464050211517
2017-10-01,0.23301418902313387
2017-11-01,0.24133762588983415
2017-12-01,0.25380469484330775
2018-01-01,0.2498219903972038
2018-02-01,0.26004871007595215
2018-03-01,0.25686153254581356
2018-04-01,0.2712042740533652
2018-05-01,0.2700047886749558
2018-06-01,0.27688805424366986
2018-07-01,0.2814137544521524
2018-08-01,0.27708299147375987
2018-09-01,0.28017600405427207
2018-10-01,0.28067510021723596
2018-11-01,0.2822553246280205
2018-12-01,0.29595307537545834
2019-01-01,0.2963904529540691
2019-02-01,0.29562924918262756
2019-03-01,0.29423720253599434
2019-04-01,0.29423362166511835
2019-05-01,0.29585524433698257
2019-06-01,0.31002897556980874
2019-07-01,0.3089489353597737
2019-08-01,0.31013080128843334
2019-09-01,0.31064729843264355
2019-10-01,0.31125883715755176
2019-11-01,0.30922975541157854
2019-12-01,0.2895353199968641
2020-01-01,0.2900973969829845
2020-02-01,0.29280220338975754
2020-03-01,0.2625142194174609
2020-04-01,0.26669539608577725
2020-05-01,0.25589417071541726
2020-06-01,0.22991267493559361
2020-07-01,0.22465307438304566
2020-08-01,0.22145074156542774
2020-09-01,0.22145125577859498
2020-10-01,0.21227350350902766
2020-11-01,0.21056997029397093
2020-12-01,0.21780906865996874
2021-01-01,0.22774146138191767
2021-02-01,0.22653990613291985
2021-03-01,0.23024973013825664
2021-04-01,0.2319943864886269
2021-05-01,0.23156998687176317
2021-06-01,0.23047013907661912
2021-07-01,0.22993629675384453
2021-08-01,0.2280962168633331
2021-09-01,0.2281370905674233
2021-10-01,0.230537966828475
2021-11-01,0.23448333913668934
2021-12-01,0.2158202468205433
2022-01-01,0.2185586058442175
2022-02-01,0.22131366260052232
2022-03-01,0.22045746145400066
2022-04-01,0.21682499041103628
2022-05-01,0.22146277488541333
2022-06-01,0.22083893435983878
2022-07-01,0.23520654844232566
2022-08-01,0.23244995859531137
2022-09-01,0.23400175800633222
2022-10-01,0.22747974079589858
2022-11-01,0.22130480816668222
2022-12-01,0.2244991298235789
2023-01-01,0.22454865434990193
2023-02-01,0.23117456360604544
